question,answer,steps,n_hops,root,target,split
Every felpus is a boompus. Every zhorpus is a gwompus. Every wumpus is a felpus. Every wumpus is a boompus. Every zhorpus is a rompus. Every hilpus is a rempus. Every yimpus is a shumpus. Every jelpus is a yimpus. Every boompus is a gwompus. Every tumpus is a boompus. Every tumpus is a fompus. Every tumpus is a gwompus. Every wumpus is a tumpus. Every yumpus is a scrompus. Gabriel is a impus. Every yumpus is a dumpus. Every yimpus is a rempus. Every impus is a kerpus. Every shumpus is a scrompus. Every sterpus is a bompus. Wren is a wumpus. Every hilpus is a yimpus. Every hilpus is a terpus. Every tumpus is a felpus. Every jelpus is a impus. Every wumpus is a sterpus. Every yimpus is a yumpus. Every jelpus is a hilpus. Every boompus is a sterpus. Every yimpus is a terpus. Every tumpus is a zhorpus. Wren is a felpus. Every felpus is a fompus. Gabriel is a jelpus. Every felpus is a sterpus. Is Gabriel a bompus or dumpus?,Gabriel is a dumpus.,"[""Gabriel is a jelpus."", ""Every jelpus is a yimpus."", ""Every yimpus is a yumpus."", ""Every yumpus is a dumpus.""]",4,1,18,train
Rex is a hilpus. Every jelpus is a storpus. Every scrompus is a yumpus. Every hilpus is a kerpus. Every hilpus is a tumpus. Every scrompus is a kerpus. Every dumpus is a scrompus. Rex is a scrompus. Polly is a gorpus. Rex is a wumpus. Every wumpus is a yumpus. Polly is a chorpus. Every sterpus is a gwompus. Every dumpus is a yumpus. Every gwompus is a jompus. Polly is a jelpus. Sam is a zhorpus. Every lempus is a yumpus. Every dumpus is a wumpus. Every jelpus is a chorpus. Every rempus is a bompus. Every dumpus is a sterpus. Every storpus is a rempus. Rex is a lempus. Rex is a dumpus. Every gorpus is a jelpus. Polly is a rempus. Every jelpus is a rempus. Every yumpus is a felpus. Polly is a rorpus. Every tumpus is a lempus. Is Rex a jompus or rorpus?,Rex is a jompus.,"[""Rex is a dumpus."", ""Every dumpus is a sterpus."", ""Every sterpus is a gwompus."", ""Every gwompus is a jompus.""]",4,1,22,train
Every gerpus is a gwompus. Max is a jompus. Every zhorpus is a gwompus. Every gerpus is a rorpus. Every rorpus is a felpus. Jack is a shumpus. Max is a zumpus. Every gwompus is a grimpus. Every vumpus is a timpus. Jack is a rempus. Jack is a terpus. Wren is a shumpus. Every vumpus is a boompus. Jack is a vumpus. Every jompus is a storpus. Every quimpus is a gerpus. Wren is a scrompus. Every vumpus is a rempus. Every vumpus is a terpus. Max is a zhorpus. Every jompus is a rorpus. Every zumpus is a grimpus. Max is a quimpus. Every terpus is a boompus. Every jompus is a quimpus. Every terpus is a rempus. Max is a shumpus. Every gerpus is a grimpus. Is Max a felpus or boompus?,Max is a felpus.,"[""Max is a jompus."", ""Every jompus is a rorpus."", ""Every rorpus is a felpus.""]",3,0,16,train
Every quimpus is a lorpus. Every gwompus is a zhorpus. Every hilpus is a gwompus. Every jompus is a worpus. Every worpus is a sterpus. Every worpus is a vumpus. Oliver is a rorpus. Every numpus is a zhorpus. Max is a shumpus. Every worpus is a gwompus. Every yerpus is a shumpus. Every lempus is a yumpus. Every terpus is a vumpus. Oliver is a chorpus. Every scrompus is a yimpus. Every lempus is a numpus. Every worpus is a lempus. Max is a yerpus. Every shumpus is a rompus. Every yumpus is a scrompus. Every hilpus is a jompus. Every jompus is a chorpus. Every quimpus is a shumpus. Every lorpus is a storpus. Every yumpus is a yimpus. Every lempus is a terpus. Every yerpus is a quimpus. Oliver is a hilpus. Max is a lorpus. Every worpus is a yumpus. Every lempus is a rorpus. Oliver is a jompus. Every jompus is a vumpus. Every scrompus is a tumpus. Every rorpus is a fompus. Is Oliver a storpus or tumpus?,Oliver is a tumpus.,"[""Oliver is a jompus."", ""Every jompus is a worpus."", ""Every worpus is a yumpus."", ""Every yumpus is a scrompus."", ""Every scrompus is a tumpus.""]",5,1,18,train
Every numpus is a gorpus. Every boompus is a rorpus. Every rorpus is a vumpus. Every gwompus is a zumpus. Every grimpus is a terpus. Polly is a lorpus. Polly is a jompus. Every gwompus is a terpus. Every zhorpus is a yimpus. Jack is a grimpus. Every wumpus is a scrompus. Every zumpus is a rompus. Every boompus is a zumpus. Every yumpus is a fompus. Every grimpus is a rorpus. Every grimpus is a numpus. Every yumpus is a zhorpus. Every grimpus is a tumpus. Every numpus is a vumpus. Every numpus is a rorpus. Every gwompus is a rorpus. Every zumpus is a fompus. Every zhorpus is a wumpus. Every lempus is a kerpus. Polly is a gwompus. Every grimpus is a yumpus. Every gwompus is a lempus. Polly is a terpus. Every yimpus is a scrompus. Every scrompus is a bompus. Every gwompus is a boompus. Every boompus is a lempus. Every boompus is a lorpus. Every lempus is a rompus. Every gwompus is a tumpus. Every jompus is a brimpus. Jack is a gorpus. Jack is a numpus. Jack is a yumpus. Every lorpus is a lempus. Is Jack a bompus or rompus?,Jack is a bompus.,"[""Jack is a yumpus."", ""Every yumpus is a zhorpus."", ""Every zhorpus is a wumpus."", ""Every wumpus is a scrompus."", ""Every scrompus is a bompus.""]",5,1,22,train
Sally is a terpus. Every yumpus is a hilpus. Every yimpus is a bompus. Every fompus is a kerpus. Every shumpus is a zhorpus. Tom is a yumpus. Sally is a brimpus. Every terpus is a rempus. Every tumpus is a yimpus. Tom is a brimpus. Sally is a grimpus. Every bompus is a rempus. Alex is a rempus. Every chorpus is a rorpus. Every chorpus is a hilpus. Every fompus is a rempus. Every yumpus is a gerpus. Every yumpus is a tumpus. Tom is a tumpus. Every shumpus is a grimpus. Tom is a yimpus. Tom is a bompus. Every shumpus is a fompus. Every yumpus is a yimpus. Every zhorpus is a gorpus. Every shumpus is a scrompus. Every yimpus is a hilpus. Every gerpus is a rempus. Sally is a shumpus. Every yumpus is a bompus. Every fompus is a gorpus. Every yumpus is a rorpus. Every grimpus is a scrompus. Every shumpus is a vumpus. Every yumpus is a chorpus. Gabriel is a quimpus. Is Sally a gorpus or hilpus?,Sally is a gorpus.,"[""Sally is a shumpus."", ""Every shumpus is a fompus."", ""Every fompus is a gorpus.""]",3,0,23,train
Every scrompus is a jelpus. Every quimpus is a yumpus. Every yumpus is a impus. Every storpus is a yimpus. Every felpus is a lempus. Every felpus is a kerpus. Every storpus is a numpus. Jack is a boompus. Every rompus is a terpus. Polly is a quimpus. Every quimpus is a rorpus. Polly is a rempus. Every quimpus is a fompus. Every rorpus is a zhorpus. Every wumpus is a rorpus. Every vumpus is a yerpus. Every rorpus is a terpus. Every wumpus is a vumpus. Every kerpus is a terpus. Every rempus is a yimpus. Every storpus is a rempus. Every yumpus is a wumpus. Every storpus is a kerpus. Every vumpus is a jelpus. Every scrompus is a vumpus. Every rompus is a numpus. Jack is a storpus. Every kerpus is a boompus. Every lempus is a numpus. Every storpus is a felpus. Every rorpus is a vumpus. Every wumpus is a zumpus. Every jelpus is a fompus. Every storpus is a rompus. Every wumpus is a scrompus. Every zumpus is a jelpus. Is Polly a numpus or yerpus?,Polly is a yerpus.,"[""Polly is a quimpus."", ""Every quimpus is a rorpus."", ""Every rorpus is a vumpus."", ""Every vumpus is a yerpus.""]",4,1,23,train
Every jelpus is a yerpus. Every sterpus is a grimpus. Every shumpus is a kerpus. Every shumpus is a yumpus. Tom is a worpus. Every terpus is a vumpus. Every grimpus is a kerpus. Every yerpus is a quimpus. Every impus is a rorpus. Bob is a jelpus. Every worpus is a yimpus. Every tumpus is a grimpus. Every lempus is a rempus. Every quimpus is a gorpus. Every boompus is a yimpus. Every kerpus is a yumpus. Every tumpus is a quimpus. Every jelpus is a boompus. Every worpus is a terpus. Every shumpus is a gwompus. Every yerpus is a boompus. Every tumpus is a shumpus. Every sterpus is a timpus. Every wumpus is a yimpus. Every jelpus is a impus. Bob is a yimpus. Every tumpus is a yimpus. Every tumpus is a timpus. Every lempus is a gwompus. Every scrompus is a gorpus. Every jelpus is a tumpus. Every sterpus is a scrompus. Every jelpus is a timpus. Bob is a boompus. Every boompus is a gorpus. Bob is a wumpus. Every kerpus is a gorpus. Every jelpus is a yimpus. Bob is a yerpus. Every worpus is a rempus. Tom is a wumpus. Every scrompus is a shumpus. Tom is a lempus. Every yerpus is a rorpus. Every rempus is a terpus. Every impus is a grimpus. Every scrompus is a rorpus. Every worpus is a lempus. Every yerpus is a sterpus. Every worpus is a gwompus. Every grimpus is a gorpus. Every lempus is a terpus. Is Bob a vumpus or yumpus?,Bob is a yumpus.,"[""Bob is a jelpus."", ""Every jelpus is a tumpus."", ""Every tumpus is a shumpus."", ""Every shumpus is a yumpus.""]",4,1,24,train
Oliver is a yumpus. Jack is a yumpus. Every terpus is a rempus. Wren is a terpus. Every dumpus is a quimpus. Every rempus is a storpus. Every hilpus is a rorpus. Every boompus is a lorpus. Tom is a numpus. Tom is a dumpus. Every rorpus is a jompus. Every dumpus is a boompus. Every timpus is a lempus. Every rempus is a wumpus. Every boompus is a bompus. Every yumpus is a tumpus. Every numpus is a bompus. Every terpus is a hilpus. Every quimpus is a bompus. Every terpus is a yumpus. Wren is a tumpus. Every numpus is a dumpus. Every hilpus is a jompus. Every yumpus is a jompus. Every terpus is a jompus. Every yumpus is a rempus. Tom is a timpus. Every lorpus is a bompus. Every storpus is a jompus. Every boompus is a timpus. Is Wren a lempus or wumpus?,Wren is a wumpus.,"[""Wren is a terpus."", ""Every terpus is a rempus."", ""Every rempus is a wumpus.""]",3,0,19,train
Every boompus is a storpus. Fae is a terpus. Every storpus is a kerpus. Every zumpus is a numpus. Every numpus is a timpus. Fae is a vumpus. Every sterpus is a kerpus. Every rempus is a storpus. Every gorpus is a worpus. Every boompus is a sterpus. Oliver is a quimpus. Every sterpus is a vumpus. Every gorpus is a fompus. Every sterpus is a storpus. Every boompus is a vumpus. Fae is a boompus. Every scrompus is a fompus. Every kerpus is a jelpus. Every terpus is a storpus. Every zumpus is a fompus. Oliver is a zumpus. Every terpus is a rempus. Every storpus is a jelpus. Max is a gwompus. Every worpus is a fompus. Every sterpus is a dumpus. Every rempus is a jelpus. Every boompus is a rempus. Every terpus is a jelpus. Every rempus is a kerpus. Every scrompus is a gorpus. Every worpus is a timpus. Every terpus is a kerpus. Fae is a dumpus. Every gorpus is a quimpus. Every zumpus is a scrompus. Every scrompus is a dumpus. Is Oliver a jelpus or timpus?,Oliver is a timpus.,"[""Oliver is a zumpus."", ""Every zumpus is a numpus."", ""Every numpus is a timpus.""]",3,1,15,train
Every quimpus is a lorpus. Every yumpus is a zhorpus. Every zumpus is a impus. Every rempus is a chorpus. Every impus is a worpus. Stella is a fompus. Every rempus is a shumpus. Every yimpus is a grimpus. Every lorpus is a rorpus. Every jelpus is a zhorpus. Every impus is a yimpus. Oliver is a vumpus. Every grimpus is a kerpus. Every fompus is a zumpus. Every grimpus is a worpus. Every rempus is a jelpus. Eva is a lorpus. Every chorpus is a yerpus. Every grimpus is a shumpus. Every impus is a grimpus. Every chorpus is a bompus. Every yimpus is a worpus. Every lorpus is a tumpus. Every jelpus is a chorpus. Every impus is a hilpus. Every vumpus is a chorpus. Every quimpus is a rempus. Every zumpus is a worpus. Every yimpus is a yumpus. Every vumpus is a quimpus. Every yimpus is a kerpus. Every quimpus is a rorpus. Stella is a zumpus. Is Oliver a tumpus or worpus?,Oliver is a tumpus.,"[""Oliver is a vumpus."", ""Every vumpus is a quimpus."", ""Every quimpus is a lorpus."", ""Every lorpus is a tumpus.""]",4,1,23,train
Every jompus is a grimpus. Every impus is a quimpus. Every timpus is a yimpus. Every grimpus is a zumpus. Every storpus is a tumpus. Every gorpus is a zumpus. Every tumpus is a gorpus. Every grimpus is a gorpus. Sally is a timpus. Every gwompus is a storpus. Every rorpus is a scrompus. Sally is a bompus. Every timpus is a bompus. Sam is a jompus. Sally is a yimpus. Every zhorpus is a quimpus. Alex is a dumpus. Sally is a lempus. Every gwompus is a rorpus. Every rempus is a lorpus. Every impus is a zumpus. Every chorpus is a gwompus. Sam is a chorpus. Every zhorpus is a storpus. Every yerpus is a gorpus. Every impus is a rorpus. Every impus is a lorpus. Every gwompus is a yerpus. Every gwompus is a scrompus. Every impus is a gorpus. Every lempus is a boompus. Every chorpus is a scrompus. Every sterpus is a rempus. Every chorpus is a rorpus. Every gwompus is a zhorpus. Every jompus is a chorpus. Every tumpus is a zumpus. Every jompus is a impus. Every rorpus is a sterpus. Every chorpus is a quimpus. Every storpus is a lorpus. Every lempus is a bompus. Every lempus is a scrompus. Is Sam a lorpus or yimpus?,Sam is a lorpus.,"[""Sam is a jompus."", ""Every jompus is a impus."", ""Every impus is a lorpus.""]",3,1,21,train
Every terpus is a tumpus. Every storpus is a lorpus. Every scrompus is a storpus. Sam is a jompus. Every jelpus is a zhorpus. Every felpus is a chorpus. Every fompus is a chorpus. Every lorpus is a brimpus. Every jompus is a terpus. Every terpus is a hilpus. Every hilpus is a zhorpus. Sam is a gerpus. Every jelpus is a lorpus. Every dumpus is a brimpus. Every jompus is a hilpus. Every zhorpus is a shumpus. Every storpus is a jelpus. Every scrompus is a jelpus. Alex is a felpus. Every gerpus is a timpus. Every gerpus is a dumpus. Every numpus is a lorpus. Sam is a terpus. Every felpus is a lempus. Every numpus is a storpus. Every boompus is a brimpus. Every hilpus is a boompus. Every boompus is a shumpus. Every jompus is a scrompus. Alex is a chorpus. Every chorpus is a lempus. Every scrompus is a numpus. Every scrompus is a hilpus. Every boompus is a timpus. Sam is a rempus. Alex is a rempus. Every felpus is a fompus. Alex is a fompus. Every dumpus is a timpus. Is Sam a lempus or shumpus?,Sam is a shumpus.,"[""Sam is a jompus."", ""Every jompus is a hilpus."", ""Every hilpus is a zhorpus."", ""Every zhorpus is a shumpus.""]",4,1,16,train
Gabriel is a rorpus. Every lorpus is a timpus. Every yumpus is a jelpus. Every hilpus is a brimpus. Every jelpus is a kerpus. Every yumpus is a zumpus. Every vumpus is a gerpus. Every sterpus is a dumpus. Gabriel is a grimpus. Every rompus is a fompus. Every sterpus is a gwompus. Every hilpus is a yerpus. Every hilpus is a dumpus. Every bompus is a lorpus. Tom is a yumpus. Every fompus is a zhorpus. Tom is a rempus. Every rorpus is a grimpus. Every vumpus is a terpus. Tom is a bompus. Every fompus is a brimpus. Every lorpus is a zumpus. Every hilpus is a rompus. Every sterpus is a rorpus. Every dumpus is a fompus. Every rempus is a yimpus. Gabriel is a sterpus. Every timpus is a gerpus. Every dumpus is a terpus. Every sterpus is a hilpus. Every rempus is a zumpus. Every yimpus is a lorpus. Every lorpus is a vumpus. Every hilpus is a fompus. Is Gabriel a gerpus or zhorpus?,Gabriel is a zhorpus.,"[""Gabriel is a sterpus."", ""Every sterpus is a hilpus."", ""Every hilpus is a fompus."", ""Every fompus is a zhorpus.""]",4,1,21,train
Every jelpus is a tumpus. Every rempus is a shumpus. Every impus is a worpus. Every lorpus is a jelpus. Every rempus is a wumpus. Every terpus is a vumpus. Every zumpus is a vumpus. Every terpus is a rempus. Every scrompus is a jelpus. Every terpus is a hilpus. Every scrompus is a zumpus. Every fompus is a sterpus. Every scrompus is a lorpus. Davis is a jompus. Bob is a yumpus. Every gerpus is a sterpus. Bob is a jompus. Every tumpus is a zumpus. Every worpus is a fompus. Every yumpus is a fompus. Every yumpus is a impus. Every rompus is a gorpus. Bob is a impus. Every gerpus is a fompus. Davis is a lorpus. Every scrompus is a terpus. Every jompus is a timpus. Every lorpus is a timpus. Every impus is a rompus. Every gerpus is a storpus. Every impus is a gerpus. Every impus is a shumpus. Every yumpus is a timpus. Davis is a scrompus. Is Davis a storpus or wumpus?,Davis is a wumpus.,"[""Davis is a scrompus."", ""Every scrompus is a terpus."", ""Every terpus is a rempus."", ""Every rempus is a wumpus.""]",4,0,23,train
Every fompus is a zhorpus. Every timpus is a scrompus. Rex is a sterpus. Tom is a scrompus. Every timpus is a jelpus. Every zhorpus is a yimpus. Every wumpus is a scrompus. Tom is a wumpus. Tom is a impus. Every yumpus is a scrompus. Every wumpus is a sterpus. Every fompus is a shumpus. Rex is a lorpus. Every timpus is a yumpus. Every shumpus is a lorpus. Every fompus is a rorpus. Tom is a jompus. Every shumpus is a rempus. Every fompus is a rempus. Every timpus is a impus. Every rorpus is a bompus. Every yerpus is a worpus. Every impus is a jelpus. Every fompus is a lorpus. Every impus is a numpus. Every jelpus is a numpus. Rex is a zhorpus. Every jompus is a boompus. Every zhorpus is a lorpus. Every timpus is a numpus. Every boompus is a timpus. Every rempus is a yerpus. Rex is a fompus. Every yerpus is a yimpus. Every fompus is a brimpus. Every fompus is a sterpus. Is Rex a worpus or scrompus?,Rex is a worpus.,"[""Rex is a fompus."", ""Every fompus is a rempus."", ""Every rempus is a yerpus."", ""Every yerpus is a worpus.""]",4,1,22,train
